Castaway	Job	URL	Episode title	Book	Luxury	Favourite track	Presenter	Date first broadcast	Time first broadcast	Artist 1	Song 1	Artist 2	Song 2	Artist 3	Song 3	Artist 4	Song 4	Artist 5	Song 5	Artist 6	Song 6	Artist 7	Song 7	Artist 8	Song 8
Clive James		https://www.bbc.co.uk/programmes/p009mw52	Clive James	Book about how to build a plane out of palm fronds and coconut fibre by Willy Messerschmitt	Space invaders	Baby Love by Diana Ross and The Supremes	Roy Plomley	1980-06-14	18:15	Alessandro Scarlatti	Ahi Che Sara Di Me	Wolfgang Amadeus Mozart	Non so più cosa son (from The Marriage of Figaro)	Maria Callas	Louise: Depuis Le Jour	Richard Strauss	Marie Theres'! Hab' mir's gelobt (Act 3 Trio) (from Der Rosenkavalier)	Maggie Teyte & Gerald Moore	En Sourdine	Billie Holiday	Pennies From Heaven	The Supremes	Baby Love	Julie Covington	If I Had My Time Again
Freddie Jones		https://www.bbc.co.uk/programmes/p009mw5p	Freddie Jones	The Wind in the Willows by Kenneth Grahame	Liebig condenser for distilling gin		Roy Plomley	1980-06-07	18:15	George Gershwin	Rhapsody in Blue	Claude Debussy	La fille aux cheveux de lin (from Preludes, Book 1)	Johann Sebastian Bach	Brandenburg Concerto No. 5 In D Major	Leslie “Hutch” Hutchinson	A Nightingale Sang In Berkeley Square	Ralph Vaughan Williams	The Wasps Overture	Johannes Brahms	Symphony No. 4 In E Minor		Die Meistersinger von Nürnberg Overture		Make Believe
Robert Tear		https://www.bbc.co.uk/programmes/p009mw67	Robert Tear	The Wisdom of Insecurity by Alan Watts	Postcards of paintings with poems on the back	Concerto For Double String Orchestra by Michael Tippett	Roy Plomley	1980-05-31	18:15	Johann Sebastian Bach	Christmas Oratorio	Joseph Haydn	And God created great whales (from The Creation)	Wolfgang Amadeus Mozart	Don Giovanni Act 2	Ludwig van Beethoven	Piano Concerto No. 5 in E flat major 'Emperor'	Franz Schubert	Fantasia in F minor, D940	Giuseppe Verdi	Sanctus (from Requiem Mass)		Entrance of the Gods into Valhalla (from Das Rheingold)	Michael Tippett	Concerto For Double String Orchestra
Earl Hines		https://www.bbc.co.uk/programmes/p009mw6x	Earl Hines	The World of Duke Ellington by Stanley Dance	Physical culture equipment	Trust In Me by Dinah Washington & Quincy Jones and his Orchestra	Roy Plomley	1980-05-24	18:15	Don Redman and His Orchestra	Chant of the Weed	Sam Browne	Have You Met Miss Jones?	Fred Waring & His Pennsylvanians	Sleep	Tommy Dorsey and His Orchestra	East Of The Sun	Bill Farrell	It Isn't Fair	Ben Webster	It Happens To Be Me	Dinah Washington & Quincy Jones and his Orchestra	Trust In Me	Duke Ellington and His Orchestra	Satin Doll
Rt Hon Lord Denning		https://www.bbc.co.uk/programmes/p009mw7n	Rt Hon Lord Denning	The Golden Treasury by Francis Palgrave	Indian tea	Fantasia On Greensleeves by Ralph Vaughan Williams	Roy Plomley	1980-05-17	18:15	Ralph Vaughan Williams	Fantasia On Greensleeves	Royal Marines Band, Portsmouth	Colonel Bogey	Worcester Cathedral Choir	He Who Would Valiant Be	Valerie Hobson	I Whistle A Happy Tune	Webster Booth & Fred Hartley's Quintet	Roses Of Picardy	Robert Shaw Chorale	Battle Hymn Of The Republic	Arthur Sullivan	When I, good friends, was called to the bar (from Trial by Jury)	Edward Elgar	Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory'
Natalie Wood		https://www.bbc.co.uk/programmes/p009mw86	Natalie Wood	Poetry by e e cummings	Piano	American Pie by Don MacLean	Roy Plomley	1980-05-10	18:15	Franz Schubert	Ständchen (Leise flehen meine Lieder)	The Red Army Ensemble: Moscow Military District	Kalinka	Ambrosian Children's Choir and Players	Greensleeves	Ludwig van Beethoven	Piano Sonata No. 14 in C sharp minor, Op.27/2 'Moonlight'	Bob Dylan	Just Like A Woman	Don McLean	American Pie	Bob Seger & the Silver Bullet Band	We've Got Tonite		Imagine
Lindsay Anderson		https://www.bbc.co.uk/programmes/p009mw8t	Lindsay Anderson	Les Thibault by Roger Martin Du Gard	Mixed flower seeds and a watering can	Brandenburg Concerto No. 6 In B Flat Major by Johann Sebastian Bach	Roy Plomley	1980-05-03	18:15	The Military Band & Pipes & Drums of the Gordon Highlanders	Scotland The Brave	Baccholian Singers of London	Bushes and Briars	Peter Ilyich Tchaikovsky	Serenade for Strings in C major	Kingsway Marching Band and Chorus	She Wore A Yellow Ribbon	Alan Price	Poor People	Johann Sebastian Bach	Brandenburg Concerto No. 6 In B Flat Major	Leeds Parish Church Choir	The Day Thou Gavest	Bertolt Brecht	Die Ballade Von Der Unzulanglichkeit
Salvatore Accardo		https://www.bbc.co.uk/programmes/p009mw9k	Salvatore Accardo	The Odyssey by Homer	Violin and strings	Che Faro Senza Euridice by Christoph Willibald Ritter von Gluck	Roy Plomley	1980-04-26	18:15	Giuseppe Verdi	Dies irae (from Requiem Mass)	Johannes Brahms	Violin Concerto in D Major	Franz Schubert	String Quartet No. 14 in D minor 'Death and the Maiden'	Fritz Kreisler	Liebeslied	Johannes Brahms	Variations on a Theme by Paganini	Pablo de Sarasate	Zigeunerweisen	Franz Schubert	String Quintet in C major	Christoph Willibald Gluck	Che farò senza Euridice (What is Life?) (from Orpheus and Euridice)
Erich Segal		https://www.bbc.co.uk/programmes/p009mwb8	Erich Segal	The Odyssey by Homer	Stop watch	A Fifth Of Beethoven by Walter Murphy Band	Roy Plomley	1980-04-19	18:15	Walter Murphy	A Fifth Of Beethoven	Tom Lehrer	Fight Fiercely, Harvard	Antonio Vivaldi	Summer (from The Four Seasons)	Darius Milhaud	Le boeuf sur le yoit	Charles Aznavour	Our Love My Love	Wolfgang Amadeus Mozart	Horn Concerto No. 2 in E flat major	Max Bruch	Kol Nidrei	John Gay	Fill Every Glass (The Beggar's Opera)
Leonard Rossiter		https://www.bbc.co.uk/programmes/p009mwc2	Leonard Rossiter	Three early novels by P G Wodehouse	Moselle wine	Max At The Met by Max Miller	Roy Plomley	1980-04-12	18:15	Benny Goodman and His Orchestra	Bach Goes To Town	Wolfgang Amadeus Mozart	Serenade No. 13 in G major 'Eine kleine Nachtmusik'	Franz Schubert	Suleika I (Was bedeutet die Bewegung), D720	Johann Sebastian Bach	Sheep may safely graze (from Cantata No. 208)	Max Miller	Max At The Met	Robert Preston	Ya Got Trouble from The Music Man	Ludwig van Beethoven	Symphony No. 5 In C Minor	Rex Harrison	I've Grown Accustomed to Her Face from My Fair Lady
Commissioner Catherine Bramwell-Booth		https://www.bbc.co.uk/programmes/p009mwcr	Commissioner Catherine Bramwell-Booth	The Salvation Army Songbook	Strong, wooden armchair	Hallelujah Chorus by George Frideric Handel	Roy Plomley	1980-04-05	18:15	Ludwig van Beethoven	Piano Sonata No. 14 in C sharp minor, Op.27/2 'Moonlight'	Max Bruch	Violin Concerto No. 1 in G minor	Wolfgang Amadeus Mozart	Horn Concerto No. 1 in D major, K412	Felix Mendelssohn	Hear My Prayer	Felix Mendelssohn	Song without Words in A major, Op. 62/6 'Frühlingslied'	Camille Saint‐Saëns	The Swan (from Carnival of the Animals)	Portsmouth Citadel Band	The Fount	George Frideric Handel	Hallelujah Chorus (from Messiah)
Donald Pleasence		https://www.bbc.co.uk/programmes/p009mwdj	Donald Pleasence	The Brothers Karamazov by Fyodor Dostoyevsky and Crime & Punishment by Fyodor Dostoyevsky	Writing materials	Dies Irae by Giuseppe Verdi	Roy Plomley	1980-03-29	18:15	Gloria Gaynor	I Will Survive	Johann Sebastian Bach	French Suite No. 4 In E flat major	The Beatles	A Day In The Life	The Modern Jazz Quartet	Blues In A Minor	Edward Elgar	Violin Concerto in B Minor	Charlie Parker's Reboppers	Concierto De Aranjuez	Ringo Starr	Scouse The Mouse	Giuseppe Verdi	Dies irae (from Requiem Mass)
Frances Perry		https://www.bbc.co.uk/programmes/p009mwf7	Frances Perry	Survival manual	Lamp with solar batteries	Stars and Stripes Forever by Royal Military School Of Music Band and Trumpeters	Roy Plomley	1980-03-22	18:15	Charles Gounod	Soldiers' Chorus (from Faust)	The Band of the Royal Military School of Music	Stars and Stripes Forever	Gracie Fields	The Biggest Aspidistra In The World	Johann Strauss II	The Blue Danube		Galapagos Sea Lions	Edvard Grieg	Morning (from Peer Gynt Suite No. 1)	Peter Glossop	The Yeoman Of England	Peter Dawson	The Floral Dance
Geoffrey Household		https://www.bbc.co.uk/programmes/p009mwfs	Geoffrey Household	Elizabethan lyrics from songbooks and dramatists	Claret	Symphony No. 5 In C Minor by Ludwig van Beethoven	Roy Plomley	1980-03-15	18:15	Franz Schubert	Symphony No. 8 in B minor 'Unfinished'	Modest Mussorgsky	The old castle (from Pictures at an Exhibition)	Jerry Gray and His Orchestra	What Is This Thing Called Love	Ethel Waters & Clarence Williams	Organ Grinder Blues	Andor Korossy and Budapest Gypsy Orchestra	Az Az Szep	Maurice Ravel	Pavane pour une infante défunte	Ludwig van Beethoven	Symphony No. 5 In C Minor	Monks Of Greek Orthodox Church	Christ Is Born
Kiri Te Kanawa		https://www.bbc.co.uk/programmes/p009mwgf	Kiri Te Kanawa	War and Peace by Leo Tolstoy	Cooking knives	Flute Concerto No. 1 in G by Wolfgang Amadeus Mozart	Roy Plomley	1980-03-08	18:15	Tomaso Albinoni & Remo Giazotto	Adagio in G Minor for Organ & Strings	Wolfgang Amadeus Mozart	Flute Concerto No. 1 in G major	Richard Strauss	Tod und Verklärung (Death and Transfiguration)	Hector Berlioz	Villanelle (from Les nuits d'été)	Los Fronterizos	Kyrie		Der Ring des Nibelungen	The Chieftains	Women Of Ireland	Louis Armstrong	What A Wonderful World
Susannah York		https://www.bbc.co.uk/programmes/p009mwh1	Susannah York	Italian Touring Atlas of the World	Pencils and paper	Concerto in D Minor For Violin, Oboe and String Orchestra by Johann Sebastian Bach	Roy Plomley	1980-03-01	18:15	Bessie Smith	A Good Man Is Hard To Find	Johann Sebastian Bach	Concerto  for Oboe and Violin in D minor	José Feliciano	Miss Otis Regrets	Eagles	Desperado	Wolfgang Amadeus Mozart	Clarinet Quintet in A major	Full Tilt Boogie Band	Me and Bobby Mcgee	Ludwig van Beethoven	Symphony No. 3 in E flat major 'Eroica'	Maria Farandouri & John Williams	Tou Pikramenou
Fay Weldon		https://www.bbc.co.uk/programmes/p009mwhp	Fay Weldon	Kennedy's Latin Primer	Shiny white paper and felt pens		Roy Plomley	1980-02-23	18:15	Robert Schumann	Piano Concerto in A Minor	Oscar Straus	La ronde de l'amour (from La Ronde)	Judy Collins	Liverpool Lullaby	George Frideric Handel	Angels, ever bright and fair (from Theodora)	Harry Champion	Never Let Your Braces Dangle	Buffy Sainte‐Marie	Little Wheel Spin and Spin	Meco	Over The Rainbow	Carolyn Hester	'Tis The Gift To Be Simple
Timothy West		https://www.bbc.co.uk/programmes/p009mwj9	Timothy West	Le Morte D'Arthur by Thomas Mallory	Typewriter	Bagatelle In B Flat by Ludwig van Beethoven	Roy Plomley	1980-02-16	18:15	Sarah Vaughan	Ain't No Use	Richard Strauss	Beim Schlafengehen (from Four Last Songs)	Felix Mendelssohn	Octet for Strings in E flat major	Judi Dench & Barry Dennen	Don't Tell Mama	Wolfgang Amadeus Mozart	Der Vogelfänger bin ich ja (from The Magic Flute)	Ludwig van Beethoven	Bagatelles, Op. 119 - No. 11 in B flat major	Johann Sebastian Bach	Mass in B minor  - Gloria in excelsis	Joseph Haydn	Symphony No. 94 in G major 'Surprise'
Claudio Abbado		https://www.bbc.co.uk/programmes/p009mwk4	Claudio Abbado	Divine Comedy by Dante Alighieri	Writing materials	Kommt Ihr Tochter by Johann Sebastian Bach	Roy Plomley	1980-02-09	18:15	Ludwig van Beethoven	Symphony No. 9 in D minor 'Choral'	Claude Debussy	Fêtes (from Nocturnes)	Johann Sebastian Bach	St Matthew Passion - Kommt, ihr Töchter	Franz Schubert	String Quintet in C major	Anton Bruckner	Symphony No. 7 in E major	Wolfgang Amadeus Mozart	The Magic Flute	Gustav Mahler	Symphony No. 9 in D major		Liebestod (from Tristan und Isolde)
Otto Preminger		https://www.bbc.co.uk/programmes/p009mwkr	Otto Preminger	Autobiography by Otto Preminger	Beautiful watch	Laura by Frank Sinatra	Roy Plomley	1980-02-02	18:15	Frank Sinatra	Laura	Elmer Bernstein	Frankie Machine	Marilyn Horne	Beat Out Dat Rhythm on a Drum	Sally Sweetland	The Moon Is Blue	Duke Ellington and His Orchestra	Almost Cried		Advise and Consent (from)	Robert McFerrin	A Woman Is A Sometime Thing	Sinfonia of London	Fight For Survival
Sir Cecil Beaton		https://www.bbc.co.uk/programmes/p009mwlh	Sir Cecil Beaton	Scrapbook	Cashmere Shawl	Symphony No. 1 in C by Ludwig van Beethoven	Roy Plomley	1980-01-26	18:15	Franz Lehár	Ich seh' schon (from The Merry Widow)		Les Sylphides	Fred Astaire	Cheek To Cheek	Francis Poulenc	Les Biches Ballet Suite - 2nd movement	Louis Jourdan	Gigi	Kurt Weill	Ballad of Mack the Knife (from The Threepenny Opera)	Gustav Mahler	Die zwei blauen Augen (from Lieder eines fahrenden Gesellen)	Ludwig van Beethoven	Symphony No. 1 in C Major
Dizzy Gillespie		https://www.bbc.co.uk/programmes/p009mwm2	Dizzy Gillespie	Baha'i Prayer Book	Trumpet	Parker's Mood by Charlie Parker All Stars	Roy Plomley	1980-01-19	18:15	Roy Eldridge, Gene Krupa Band	Rockin' Chair	Art Tatum	Body and Soul	Charlie Parker's Reboppers	Lament	Sarah Vaughan	Deep Purple	Clifford Brown Ensemble	Daahoud	Billy Eckstine & Eddie Fraser	You Don't Know What Love Is	Charlie Parker All-Stars	Parker's Mood	Ella Fitzgerald	Passion Flower
Sir Peter Parker		https://www.bbc.co.uk/programmes/p009mwmw	Sir Peter Parker	The collected works by William Blake	Gold rail pass	Oboe Quartet in F Major by Wolfgang Amadeus Mozart	Roy Plomley	1980-01-12	18:15	Claude‐Joseph Rouget de l’Isle	La Marseillaise	Wolfgang Amadeus Mozart	Oboe Quartet in F major	Benjamin Britten	Nocturne	Tomaso Albinoni & Remo Giazotto	Adagio in G Minor for Organ & Strings	Oscar Straus	Mariette	Al Jarreau	Better Than Anything	William Blake	The Crystal Cabinet	Ludwig van Beethoven	Symphony No. 7 In A Major
Reginald Goodall		https://www.bbc.co.uk/programmes/p009mwnr	Reginald Goodall	Paradise Lost by John Milton	An English garden	Prelude and Fugue No.1 in C by Johann Sebastian Bach	Roy Plomley	1980-01-05	18:15	Monks Of The Abbey Of St Pierre De Solesmes	Alleluia	Johann Sebastian Bach	Well-tempered Clavier, Book 1 - Prelude & Fugue in C major	Johann Sebastian Bach	Mass in B minor - Kyrie eleison	Johann Sebastian Bach	Suite for Solo Cello No. 1 in G major	Ludwig van Beethoven	Symphony No. 9 in D minor 'Choral'		Ihn selbst am Kreuze (from Parsifal)	Peter Ilyich Tchaikovsky	Symphony No. 6 in B minor 'Pathétique'	Claude Debussy	Prélude à l'après midi d'un faune
Kyung-Wha Chung		https://www.bbc.co.uk/programmes/p009mwph	Kyung-Wha Chung	Siddhartha by Hermann Hesse	Mixed flower seeds	Cello Suite No. 5 In C Minor by Johann Sebastian Bach	Roy Plomley	1979-12-29	18:15	Christian Sinding	Suite In A Minor	Robert Schumann	Piano Trio No. 1 in D Minor	Wolfgang Amadeus Mozart	Violin Sonata in F major	Oscar Peterson	A Little Jazz Exercise	Richard Strauss	Don Quixote	Ella Fitzgerald	Let's Do It (Let's Fall in Love)	Ludwig van Beethoven	String Quartet No. 13 in B flat major, Op. 130	Johann Sebastian Bach	Suite for Solo Cello No. 5 in C minor
Sir Osbert Lancaster		https://www.bbc.co.uk/programmes/p009mwqf	Sir Osbert Lancaster	The History of the Decline and Fall of the Roman Empire by Edward Gibbon	Live sturgeon	Ein' Feste Burg Ist Unser Gott by Johann Sebastian Bach	Roy Plomley	1979-12-22	18:15	Christoph Willibald Gluck	Che farò senza Euridice (What is Life?) (from Orpheus and Euridice)	Lotte Lenya	Alabama Song	Douglas Byng	Spring	Verdi	Chorus of the Hebrew Slaves	Noel Coward & Gertrude Lawrence	Private Lives	Francis Poulenc	Les Mamelles de Tirésias	Igor Stravinsky	Apollon musagète	Johann Sebastian Bach	Cantata No. 80: Ein feste Burg ist unser Gott
Norman Mailer		https://www.bbc.co.uk/programmes/p009mwr2	Norman Mailer	Labyrinths by Jorge Luis Borges	Stick of the best marijuana	Symphony No. 3 in E Flat Major by Ludwig van Beethoven	Roy Plomley	1979-12-15	18:15	Edward Elgar	Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory'	Gus Elen	Art A Pint O' Ale	Sonny Stitt	Nice Work If You Can Get It	Sonny Rollins	The Way You Look Tonight	Miles Davis Quintet	'Round Midnight	Lale Andersen	Lilli Marlene	Carmen McRae	Imagination	Ludwig van Beethoven	Symphony No. 3 in E flat major 'Eroica'
Elisabeth Soderstrom		https://www.bbc.co.uk/programmes/p009mwrw	Elisabeth Soderstrom	The Second Sex by Simone de Beauvoir	Bed	The Age Of Gold by Dmitri Shostakovich	Roy Plomley	1979-12-08	18:15	Rod Stewart	Sailing	Edvard Grieg	Land Sighting (Landkjenning), Op. 31	Finnish Language Course	Starting Finnish	Anna Russell, Eugene Rankin	Je Ne Veux Pas Faire L'Amour	Dmitry Shostakovich	The Golden Age	New Dance Orchestra	Regency Rake	Blondie	Denis	César Franck	Symphonic Variations
Charles Causley		https://www.bbc.co.uk/programmes/p009mwsm	Charles Causley	Life of Johnson by James Boswell	Piano	The Play Of Daniel Overture by Ensemble Hortus Musicus	Roy Plomley	1979-12-01	18:15	Hortus Musicus	The Play Of Daniel Overture	Charles Dibdin	Tom Bowling	Garland Wilson	Just One Of Those Things	Percy Bysshe Shelley	Ozymandias	Wolfgang Amadeus Mozart	Concerto for 2 Pianos in E flat major (Piano Concerto No. 10)	The Ian Campbell Folk Group	The Cutty Wren	Noel Coward, Carroll Gibbons	Imagine The Duchess's Feelings	Leos Janáček	Sinfonietta
Peter Shaffer		https://www.bbc.co.uk/programmes/p009mwtg	Peter Shaffer	The History of the Decline and Fall of the Roman Empire by Edward Gibbon	Claude Monet, Dawn on the Seine	Piano Concerto No. 9 In E Flat by Wolfgang Amadeus Mozart	Roy Plomley	1979-11-24	18:15	George Frideric Handel	Ode for the Birthday of Queen Anne	Joseph Haydn	Symphony No. 53 in D major 'Imperial'	Wolfgang Amadeus Mozart	Piano Concerto No. 9 in E flat major	Felix Mendelssohn	Octet for Strings in E flat major	Igor Stravinsky	Symphony Of Psalms	Robert Schumann	Piano Concerto in A Minor		Brüderlein und Schwesterlein (from Die Fledermaus)	Wolfgang Amadeus Mozart	Che del ciel (from La Clemenza di Tito)
Michael Palin		https://www.bbc.co.uk/programmes/p009mwvb	Michael Palin	Vanity Fair by William Makepeace Thackeray	Bed	Nimrod by Edward Elgar	Roy Plomley	1979-11-17	18:15	Duke Ellington and His Orchestra	Things Ain't What They Used To Be	The Goons	Tales of Men's Shirts	Black Dyke Band	Londonderry Air (Danny Boy)		You're A Heartbreaker	The Rita Williams Singers	And When They Ask Us (They Didn't Believe Me)	Dick Powell & Wini Shaw	Lullaby of Broadway	The Beatles	The Things We Said Today	Edward Elgar	"Variations on an Original Theme, Op. 36: Variation IX ""Nimrod"""
Marti Caine		https://www.bbc.co.uk/programmes/p009mww5	Marti Caine	Glory Road by Robert Heinlein	Bath with solar-heated water and bubble bath	Coming Home by Marshall Hain	Roy Plomley	1979-11-10	18:15	The Manhattan Transfer	Birdland		Dance, Ballerina, Dance	Elton John	Tonight	Peggy Lee	Some Cats Know	The Modern Jazz Quartet	England's Carol	The Brothers Johnson	Q	The Singers Unlimited	Snowfall	Marshall Hain	Coming Home
Sian Phillips		https://www.bbc.co.uk/programmes/p009mwx3	Sian Phillips	Scouting For Boys by Robert Baden-Powell	Solar-powered refrigerator full of champagne	Summer by Alexander Glazunov	Roy Plomley	1979-11-03	18:15	Oscar Wilde	Lady Bracknell Interviews John Worthing (from The Importance Of Being Earnest)	The Llanelli Male Choir	Y Fedwen Arian	Stevie Wonder	You Are The Sunshine Of My Life	George Frideric Handel	Arm, arm ye brave (from Judas Maccabaeus)	Ethel Merman	I Got Rhythm	Giuseppe Verdi	Si, pel ciel (Oath duet) (from Otello)	A. E. Housman	When First My Way To Fair I Took	Antonio Vivaldi	Summer (from The Four Seasons)
Roald Dahl		https://www.bbc.co.uk/programmes/p009mwxx	Roald Dahl	The New Oxford Book of English Verse by Helen Gardner	Still, grapevine cuttings and tobacco seeds	Agnus Dei by Johann Sebastian Bach	Roy Plomley	1979-10-27	18:15	Giacomo Puccini	Che gelida manina (Your tiny hand is frozen) (from La Bohème)	Ludwig van Beethoven	Violin Concerto in D major	Dylan Thomas	Fern Hill	Johann Sebastian Bach	Agnus Dei (from Requiem Mass)	Ludwig van Beethoven	Symphony No. 9 in D minor 'Choral'	Gabriel Fauré	Sanctus (from Requiem)	Johann Sebastian Bach	Orchestral Suite No. 3 in D major	Wolfgang Amadeus Mozart	Sonata in A major
